psraid,sample,ilang,cregion,usr,presapproval,presapprovestrength,countrydirection,approverace,approveeconomy,approvehealthcare,approveclimate,approveforeign,obamatough,approverepublicans,approvedemocrats,approvesupremecourt,approvecongress,supremecourtideology,supremecourtpower,equalrights,militarydiplomacy,racismproblem,knowirandeal,approveirandeal,relationshipirandeal,extremerepdem,peoplelikemerepdem,managegovrepdem,governsrepdem,immigrationrepdem,economyrepdem,terroristrepdem,environmentrepdem,abortionrepdem,taxesrepdem,foreignrepdem,healthcarerepdem,educationrepdem,deficitrepdem,gunsrepdem,approveaca,samesexmarriage,gunrights,owngun,approvesyria,groundtroopssyria,successsyria,approvecuba,approveendingembarago,knowconfederate,approveconfederate,rightconfederate,sex,age,education,hispanic,racecmb,religion,attend,income,registered,party,ideology,teaparty2,hh1,hh3,weight
202881,2,2,3,3,,,1,2,2,1,,1,3,,,,2,2,3,2,2,3,2,2,3,2,4,3,3,1,,,,,,1,1,3,2,3,1,,2,4,1,,2,2,2,3,3,,1,32,2,1,5,2,5,,2,3,2,3,,3,4.515151515151515
100847,1,1,1,3,1,1,,2,1,1,1,2,2,4,1,2,4,2,3,2,2,1,1,2,3,1,2,2,2,2,,,,,,3,2,2,3,2,1,2,2,4,1,1,3,1,1,1,2,1,1,65,6,2,1,12,4,5,1,2,4,2,1,,1.060606060606061
204093,2,2,3,3,1,1,1,2,1,1,2,1,3,4,1,2,3,2,3,2,2,2,1,1,1,1,2,2,2,2,,,,,,2,2,2,4,4,1,3,2,4,1,1,1,1,1,1,3,1,1,47,6,1,1,2,3,3,3,3,3,3,5,3,1.454545454545454
206064,2,1,3,3,1,1,1,1,1,1,2,1,1,2,3,3,3,2,1,2,1,1,2,1,3,,1,1,1,1,,,,,,1,1,1,1,1,1,3,2,1,2,2,3,2,2,2,3,1,1,54,3,2,2,1,5,4,1,3,1,3,6,3,3.848484848484848
200957,2,1,3,3,1,1,1,1,1,1,1,1,2,2,2,3,1,2,3,1,2,1,2,1,3,1,1,4,4,2,,,,,,4,2,2,4,2,1,1,2,4,1,1,2,1,1,1,2,1,1,42,4,2,1,2,4,9,1,3,3,3,4,2,3.96969696969697
100075,1,1,2,3,1,1,1,1,1,1,1,1,2,3,2,2,3,2,3,2,1,2,3,,,1,2,1,2,2,2,1,2,2,1,,,,,,1,1,1,4,1,1,3,1,1,2,3,1,2,62,8,2,1,11,4,5,1,3,4,3,3,3,1.515151515151515
206780,2,1,3,3,1,1,1,1,1,1,1,1,3,4,2,3,3,1,3,2,2,2,1,1,3,1,2,4,4,2,,,,,,2,2,2,1,2,1,1,2,4,1,2,2,1,1,1,2,1,1,49,8,2,1,5,4,8,1,3,3,2,1,,2.242424242424242
201059,2,1,2,3,1,2,2,1,2,2,1,2,3,2,2,2,2,3,1,2,2,1,3,2,3,2,1,1,1,1,2,2,2,1,2,,,,,,2,1,2,1,1,1,2,1,2,2,1,2,2,63,3,2,1,2,5,4,1,4,3,3,2,2,4.787878787878788
101499,1,1,3,3,2,1,2,1,2,2,1,2,2,3,4,3,4,2,1,,2,2,3,,3,,4,4,4,4,,,,,,4,4,4,4,4,2,,1,1,2,2,3,2,,1,1,2,2,65,2,2,1,12,6,4,1,,1,3,2,1,1.696969696969697
100142,1,1,1,3,1,2,1,1,1,1,2,1,3,4,2,2,3,2,3,2,2,1,1,1,3,1,2,2,2,2,,,,,,4,2,2,2,2,1,1,2,4,1,2,3,1,1,1,2,1,1,37,6,2,1,1,3,8,1,3,5,2,3,2,2.060606060606061
102498,1,1,2,3,1,2,2,1,1,1,1,2,2,4,2,2,3,1,3,2,1,1,1,2,3,1,2,2,2,1,2,1,2,2,2,,,,,,1,2,2,,1,2,3,1,1,1,3,1,2,56,5,2,2,1,4,,1,2,3,2,2,2,2.333333333333334
102024,1,1,1,3,2,1,2,2,2,2,2,2,2,2,3,2,3,1,3,2,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,,,,,,2,3,1,4,2,1,2,2,2,1,1,2,2,41,3,2,1,1,6,4,1,1,3,3,5,1,6.727272727272728
203663,2,1,3,3,1,1,1,1,1,1,1,1,3,2,2,2,2,3,3,2,2,1,2,,1,1,2,2,2,2,,,,,,2,2,2,2,1,1,,2,4,,1,2,1,2,2,2,1,2,30,,1,2,2,2,1,3,2,4,3,3,1,1.181818181818182
103334,1,1,4,3,2,1,2,2,2,1,1,2,2,2,4,4,3,3,1,2,1,1,2,2,2,2,1,2,1,2,,,,,,1,2,1,1,1,1,4,1,1,1,1,2,2,2,2,2,1,2,46,6,2,1,1,2,6,1,1,2,3,4,3,2.636363636363636
101252,1,1,2,3,1,1,2,1,1,1,1,1,3,4,2,4,4,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,,,,,,1,1,2,4,2,2,4,1,1,1,2,1,2,64,4,2,2,12,5,3,1,3,4,2,2,2,2.333333333333334
200942,2,1,1,3,1,1,1,1,1,1,1,1,3,,1,1,1,1,3,2,2,,2,1,,2,2,2,2,3,,,,,,2,2,2,2,3,1,,2,4,,,,1,1,1,3,,1,63,3,2,2,1,4,,2,3,,3,5,5,4
205132,2,1,3,3,1,2,1,1,2,1,2,1,2,4,2,2,4,1,3,2,2,1,1,1,1,1,2,3,2,2,,,,,,2,2,2,2,4,1,1,2,4,1,1,2,1,1,1,2,1,1,35,8,2,1,9,6,8,1,3,4,2,1,,2.212121212121212
207603,2,1,1,3,1,1,1,1,1,1,,1,3,4,2,1,3,3,3,5,2,3,3,2,1,1,2,2,2,2,2,2,2,2,2,,,,,,1,1,2,4,2,1,2,2,2,2,1,1,2,44,2,1,5,9,6,2,3,3,2,2,1,,6.727272727272728
101094,1,1,4,3,1,1,2,1,1,1,1,1,3,4,2,2,4,1,3,2,2,1,2,1,3,1,2,2,2,2,2,2,2,2,2,,,,,,1,1,2,4,,2,,1,1,1,2,1,2,57,8,2,1,10,6,9,1,2,4,2,3,3,1.393939393939394
102510,1,1,4,3,1,1,2,1,1,1,1,1,3,4,1,4,4,2,3,2,2,1,1,1,1,1,2,2,2,2,,,,,,2,2,4,2,2,1,1,2,4,1,2,2,1,1,2,3,1,1,54,6,2,1,13,6,1,1,2,4,2,1,,1.181818181818182
101509,1,2,4,3,1,2,1,1,1,1,1,1,3,4,2,4,3,2,1,2,2,1,1,1,1,1,2,3,2,2,,,,,,3,3,3,3,2,1,1,2,4,2,2,2,1,1,2,3,,1,54,2,1,1,2,4,4,3,2,2,,4,2,2.757575757575757
201691,2,1,4,3,1,2,2,1,1,2,1,,3,3,3,2,3,2,3,2,1,3,2,2,1,2,1,2,4,1,,,,,,1,1,2,4,2,2,2,2,4,1,2,2,1,1,2,2,1,1,33,6,2,1,13,2,6,1,3,3,3,2,2,2.454545454545455
207923,2,1,3,3,1,1,1,1,1,1,1,1,3,4,2,2,4,2,3,2,2,2,2,1,1,1,2,2,2,2,,,,,,2,2,2,2,2,1,2,2,2,1,2,3,1,1,1,3,1,2,70,8,2,1,1,2,6,1,2,3,2,2,2,1.666666666666667
206543,2,1,4,3,1,1,1,,,1,,,3,,,,2,,3,1,5,1,2,,1,4,2,,4,,,,,,,,,2,2,2,1,1,2,4,1,1,3,1,1,3,3,,1,54,6,2,1,10,2,5,1,3,3,3,5,4,2.121212121212121
205643,2,1,3,3,1,1,2,1,1,1,1,1,2,4,2,2,4,2,3,2,2,2,1,1,1,1,2,2,2,2,,,,,,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,1,56,4,2,1,9,5,,1,2,4,2,2,2,2.727272727272727
102414,1,1,2,3,2,1,2,2,2,2,2,2,2,3,4,3,3,3,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,,,,,,2,4,1,1,1,1,,2,1,1,3,,1,59,3,2,1,2,2,7,1,1,2,1,4,2,2.96969696969697
100878,1,1,1,3,2,1,2,2,2,,,2,2,1,1,,3,,,2,,1,2,,2,,,,,,,,,,,,,,,,2,1,2,4,2,2,3,1,1,2,3,,2,57,2,2,1,2,6,3,1,2,1,3,3,3,5.272727272727273
100587,1,1,4,3,1,2,1,,1,1,1,1,3,,2,2,2,1,3,2,5,2,2,1,3,2,2,2,,,2,,2,2,2,,,,,,1,3,,4,,2,,1,,2,3,1,2,80,8,2,1,2,2,,1,2,3,3,1,,1.666666666666667
100638,1,1,4,3,2,1,1,1,2,2,2,2,1,4,1,2,3,1,1,2,2,1,2,1,3,1,2,2,2,2,2,2,2,2,2,,,,,,2,4,1,3,1,2,1,2,2,2,2,1,2,57,3,2,1,13,2,5,1,2,3,,4,4,3.787878787878788
102893,1,1,4,3,1,2,2,1,1,1,1,1,3,3,2,4,3,3,1,2,2,2,1,1,1,2,2,2,2,2,,,,,,2,2,2,2,2,1,3,2,2,1,2,3,1,1,2,3,1,2,46,8,2,1,13,2,8,1,2,3,2,5,2,2.212121212121212
204591,2,1,4,3,1,1,2,1,2,1,2,1,2,3,1,2,3,1,2,5,1,2,2,1,3,1,2,1,1,2,2,4,2,2,1,,,,,,1,2,1,4,1,2,2,,2,1,3,1,2,50,6,2,4,12,4,6,1,3,3,3,3,3,3.121212121212121
203155,2,1,4,3,1,1,2,1,1,1,1,1,3,4,1,2,4,3,1,2,2,1,2,1,1,1,2,2,2,2,,,,,,2,2,2,2,2,1,1,2,4,2,2,3,1,1,1,2,1,2,52,6,2,1,12,6,8,1,2,5,2,4,4,2.666666666666667
200376,2,1,3,3,1,2,2,2,1,1,2,2,3,4,2,2,4,3,3,,2,3,1,,3,1,2,4,2,4,2,1,2,1,4,,,,,,1,4,1,4,2,2,1,1,1,,3,,1,34,6,1,5,13,3,8,,3,2,,1,,1.424242424242424
203513,2,1,4,3,2,2,2,1,2,1,1,2,2,3,3,2,3,2,3,1,2,1,1,1,3,1,1,1,2,2,,,,,,1,2,2,1,1,1,2,1,4,2,2,4,1,1,1,3,2,1,45,5,2,1,1,5,4,3,3,4,3,2,2,4.272727272727273
206524,2,1,4,3,1,1,2,1,2,1,1,1,3,4,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,1,3,2,4,2,,2,1,1,3,3,,2,44,5,1,5,12,5,5,3,3,4,3,2,1,2.818181818181818
103169,1,1,4,3,1,1,1,1,1,1,2,1,3,2,2,2,2,1,3,2,2,1,2,2,3,1,2,2,2,4,,,,,,2,4,4,4,4,1,2,2,4,1,1,2,1,1,1,2,1,1,49,3,1,5,12,4,6,3,4,,3,2,1,2.333333333333334
102271,1,1,2,3,1,2,2,1,1,1,1,1,3,3,2,2,2,3,3,2,1,2,1,,3,1,2,2,2,2,2,2,2,2,2,,,,,,1,,,4,,,,1,1,1,3,1,2,,6,2,2,1,3,4,1,3,3,3,1,,1
207802,2,1,3,3,1,1,2,1,2,1,1,2,2,2,3,2,2,2,3,1,2,1,2,,3,1,2,1,1,2,1,1,2,1,1,,,,,,2,2,1,2,1,2,2,1,1,3,3,2,2,30,6,1,1,13,2,7,1,1,3,3,5,2,2.484848484848484
205669,2,1,2,3,1,2,1,1,1,2,1,2,3,2,3,2,3,2,3,2,1,3,3,2,2,1,1,1,1,1,,,,,,1,1,2,1,1,1,4,1,4,1,1,2,1,1,2,3,1,1,65,5,2,1,1,2,5,3,1,2,1,2,2,2.03030303030303
201603,2,1,4,3,1,2,1,1,2,1,1,2,1,3,3,1,3,3,3,2,2,2,2,1,3,1,2,1,2,2,2,1,2,2,1,,,,,,1,1,2,2,2,2,3,1,1,1,3,1,2,19,6,2,3,1,2,8,2,2,3,2,6,3,3.818181818181818
205546,2,1,3,3,2,1,2,2,2,2,2,2,2,2,3,3,3,2,3,2,1,2,1,2,3,2,1,1,1,1,,,,,,1,1,1,1,1,2,2,1,4,2,2,3,2,2,1,2,1,2,67,6,2,1,1,2,7,1,1,3,2,2,2,1.666666666666667
207478,2,1,2,3,1,1,2,1,1,1,,1,3,3,2,2,,,2,2,1,1,3,1,1,2,2,3,2,2,2,2,2,2,,,,,,,1,2,2,4,2,2,2,2,1,3,3,2,2,78,3,2,2,1,2,1,1,2,2,3,1,,1.484848484848485
203743,2,1,3,3,2,1,2,2,2,2,2,2,2,2,4,,4,3,3,2,2,1,1,1,3,2,1,1,1,1,,,,,,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,22,4,2,1,13,4,4,1,3,3,3,2,2,6.727272727272728
100896,1,1,1,3,1,1,2,1,1,1,1,1,3,3,1,3,1,3,1,2,1,1,2,,3,2,2,2,2,2,,,,,,2,2,2,2,2,1,1,2,4,1,1,1,,,1,3,1,2,43,3,2,2,13,2,2,1,2,5,3,4,3,6.727272727272728
101213,1,1,4,3,2,1,2,2,2,,,2,2,2,4,4,,3,3,,5,2,2,2,2,3,2,1,1,1,,,,,,1,4,1,1,1,1,4,1,4,2,1,3,1,1,1,3,2,1,50,8,2,1,1,1,6,1,1,2,3,4,2,1.787878787878788
204185,2,1,2,3,1,1,1,1,1,1,1,1,3,2,2,1,2,2,3,2,1,1,2,2,3,1,2,2,2,2,,,,,,2,1,2,2,1,1,4,2,4,1,1,2,1,1,2,3,1,1,50,3,2,2,1,2,4,1,2,2,3,1,,2.212121212121212
103342,1,1,3,3,1,2,2,2,1,1,1,2,3,4,1,2,3,2,3,2,2,1,2,1,1,1,2,2,2,2,2,4,2,,2,,,,,,1,,1,4,2,2,4,1,1,2,3,1,1,63,6,2,2,13,3,6,1,4,2,3,1,,1
200357,2,2,1,3,2,2,2,2,1,2,1,1,2,3,,2,3,2,3,2,2,3,2,,1,1,2,1,2,1,,,,,,2,1,2,2,2,2,1,2,4,1,2,4,1,1,2,2,1,1,72,1,1,5,12,4,4,3,3,2,3,3,3,2.545454545454545
203975,2,1,3,3,1,1,2,1,1,1,,1,3,3,2,2,2,3,3,2,1,1,2,1,3,1,2,2,2,2,2,2,,2,2,,,,,,1,2,1,4,1,1,2,1,1,1,3,1,1,44,4,2,2,13,3,4,2,2,3,3,4,4,4.575757575757575
101519,1,1,2,3,1,1,1,1,1,1,1,1,3,4,2,2,4,1,3,2,2,2,1,,1,1,2,4,2,4,,,,,,2,2,3,4,2,1,1,2,4,1,1,2,1,1,1,3,1,2,68,8,2,1,1,3,7,1,2,4,2,2,2,1.03030303030303
102347,1,2,1,3,1,1,2,1,2,1,1,1,2,3,1,1,1,1,1,2,2,1,3,1,1,2,2,2,1,2,,,,,,2,2,2,2,2,1,2,2,4,1,2,4,1,1,3,3,1,2,42,1,1,5,2,3,2,2,1,2,3,4,3,5.484848484848484
203540,2,1,4,3,1,1,1,1,1,1,1,2,3,3,2,2,2,2,3,2,2,1,2,1,3,1,2,2,2,2,2,2,2,2,2,,,,,,1,1,2,2,2,2,2,1,1,1,2,1,1,20,4,2,3,12,4,7,2,2,4,3,5,5,3.939393939393939
207564,2,1,3,3,2,2,2,1,2,2,1,1,2,4,2,3,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,,,2,3,1,4,2,2,2,2,2,3,3,1,2,35,3,2,2,1,4,1,3,2,3,3,4,1,3.454545454545454
100672,1,1,4,3,2,1,2,,2,2,,2,2,2,4,2,3,2,3,1,1,2,1,2,3,1,1,1,1,4,4,1,1,4,1,,,,,,2,2,1,4,1,1,4,1,1,1,3,1,2,71,6,2,1,2,3,3,1,1,3,2,2,2,1
100148,1,1,1,3,2,2,2,2,2,2,2,2,2,3,3,2,3,2,1,2,1,1,1,2,2,2,4,4,4,4,,,,,,4,4,4,1,4,2,3,2,4,,1,3,1,1,1,2,1,2,75,4,2,1,11,2,2,1,3,3,3,1,,2
100803,1,1,3,3,2,1,2,2,2,2,2,2,3,4,4,4,4,2,1,1,1,3,2,,3,2,1,,1,1,,2,2,2,,,,,,,2,3,1,2,1,2,2,2,2,2,3,2,2,72,4,2,1,13,1,4,1,3,2,3,2,2,1.727272727272727
205229,2,1,3,3,1,1,2,1,1,1,1,1,3,4,1,1,4,2,3,2,1,1,1,1,1,1,4,4,2,4,,,,,,2,2,2,2,4,1,4,2,1,1,2,2,1,1,1,2,1,1,36,5,2,2,13,2,6,1,2,2,2,4,2,3.515151515151515
206230,2,1,2,3,1,2,2,1,1,2,,2,3,3,2,2,2,2,3,2,1,2,2,2,2,1,2,2,2,2,,,,,,2,2,2,2,2,1,2,2,4,1,1,2,1,1,1,3,2,1,67,3,2,1,12,4,3,1,2,3,3,1,,3.333333333333334
101748,1,1,1,3,1,1,1,1,1,1,2,1,3,4,3,2,4,1,3,2,2,2,1,1,1,4,2,2,2,2,4,4,4,2,4,,,,,,1,1,2,4,1,2,3,1,1,1,2,1,1,82,8,2,1,5,5,9,1,2,4,2,1,,1.090909090909091
208249,2,1,3,3,2,2,1,1,2,2,2,2,2,2,3,2,3,2,3,2,2,1,1,2,2,3,1,4,4,1,,,,,,4,4,1,1,1,2,2,1,1,1,1,2,2,,1,3,1,1,63,3,2,1,1,6,6,1,1,2,3,1,,3.303030303030303
100028,1,1,1,3,1,1,1,1,1,1,1,1,3,2,2,2,3,1,3,2,2,1,1,1,1,1,2,1,2,1,2,1,2,2,1,,,,,,1,2,2,4,1,2,3,1,1,1,3,1,2,50,6,2,3,8,6,,3,2,3,3,2,2,6.515151515151515
208051,2,1,4,3,1,1,1,1,1,1,1,1,3,3,2,2,3,1,3,2,2,1,2,1,1,1,2,2,2,2,2,2,3,2,2,,,,,,1,1,2,4,2,2,2,1,1,1,2,1,2,26,8,2,1,12,6,7,1,2,4,2,2,2,1.666666666666667
206894,2,1,4,3,1,2,1,1,1,1,,1,3,2,2,,2,3,3,2,,4,2,,,4,3,3,2,3,3,3,3,2,3,,,,,,1,2,,2,1,2,4,1,1,2,2,1,1,82,6,2,1,5,5,3,2,2,3,2,1,,2.303030303030303
201897,2,2,4,3,1,2,2,2,1,1,1,,1,4,2,3,3,,3,2,1,1,2,,1,2,2,2,2,2,,,,,,2,2,2,,2,1,2,2,4,2,2,,,2,3,3,,2,35,1,1,5,12,6,2,3,3,4,3,7,2,6.666666666666667
206869,2,1,3,3,2,1,2,1,2,2,,2,2,1,4,3,3,3,3,1,1,2,3,,2,2,2,1,1,1,,,,,,1,1,2,1,1,2,4,1,3,1,1,1,1,1,1,1,2,2,20,3,2,1,1,2,6,1,1,1,1,2,2,5.696969696969696
100264,1,1,2,3,2,1,2,,2,2,,2,2,3,3,,4,,1,2,1,2,2,2,1,,,1,,,1,,,,,,,,,,,4,1,4,1,,1,1,,1,3,,1,53,3,2,1,2,5,4,1,3,5,3,5,4,3.454545454545454
207845,2,1,1,3,1,2,1,1,1,2,1,1,2,2,3,2,3,1,3,2,2,2,2,2,3,2,1,1,1,1,1,2,1,2,2,,,,,,2,2,2,4,1,1,3,1,1,3,3,1,1,28,6,2,3,2,2,1,3,1,3,3,5,5,1.727272727272727
200938,2,1,3,3,1,1,2,1,1,1,2,1,3,3,3,3,3,2,3,2,2,1,2,1,3,1,2,2,3,3,1,3,3,1,1,,,,,,1,2,2,4,1,,,1,1,1,2,2,1,34,6,1,1,10,6,7,1,3,3,2,3,3,1.818181818181818
200401,2,1,3,3,1,1,2,1,1,2,1,2,2,3,1,2,1,1,1,2,1,2,2,2,3,2,2,2,2,1,2,1,2,2,2,,,,,,1,3,2,4,1,2,2,2,2,2,3,1,2,65,3,2,2,1,1,2,1,2,3,3,3,2,3.212121212121212
203180,2,1,4,3,1,2,2,2,1,1,,2,2,4,1,4,4,1,3,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,1,,,,,,1,3,1,4,1,2,3,1,2,3,3,2,1,50,3,1,5,2,4,3,1,3,3,2,4,3,4.696969696969697
102325,1,1,2,3,2,1,2,2,2,2,2,2,2,2,4,3,2,2,1,,1,1,1,2,2,3,1,,4,4,1,4,4,1,1,,,,,,2,4,1,4,2,1,3,1,1,2,3,2,1,69,4,,,2,1,,1,,1,1,2,2,3.454545454545454
102593,1,1,3,3,1,1,1,1,1,1,1,1,3,3,2,2,3,2,2,2,1,1,1,,1,1,2,2,2,1,,,,,,1,1,1,1,1,1,,2,4,1,1,1,1,1,1,2,1,2,50,6,,4,1,1,7,1,2,2,2,1,,1.303030303030303
204604,2,1,4,3,,,1,1,1,1,1,1,3,3,2,3,2,2,3,2,2,1,2,1,3,1,2,2,2,2,2,2,2,,2,,,,,,1,4,1,4,1,1,2,1,1,1,2,1,2,74,3,2,2,1,1,2,1,3,2,2,1,,2.121212121212121
102505,1,1,2,3,2,1,2,2,2,2,2,2,2,4,4,3,3,2,1,1,2,2,2,2,2,1,2,4,4,1,,,,,,2,1,1,2,1,2,4,1,1,1,2,2,1,1,1,1,2,1,35,3,2,1,13,3,8,3,2,3,2,3,1,2.484848484848484
101980,1,1,1,3,2,1,2,2,2,2,2,2,2,2,4,3,4,3,3,1,1,1,1,2,2,2,1,1,1,1,,,,,,1,1,4,4,1,2,3,1,,1,1,4,2,2,1,3,1,1,48,5,1,1,11,1,5,1,3,2,1,5,3,2.848484848484848
200514,2,1,3,3,2,,2,2,2,2,2,2,2,4,4,3,4,3,3,1,1,1,1,2,2,3,4,4,4,4,4,1,4,4,4,,,,,,2,,1,,,1,3,1,1,1,3,1,1,63,6,2,1,11,5,7,1,3,3,1,2,2,2.606060606060606
200775,2,1,2,3,1,1,1,,1,1,2,1,1,4,4,2,4,1,3,2,2,2,1,1,1,1,2,2,2,2,,,,,,2,2,2,2,2,1,1,2,4,1,,2,1,1,1,2,1,1,56,8,2,1,12,5,9,1,2,5,2,2,2,1.212121212121212
201042,2,1,2,3,1,,2,1,2,1,2,1,3,4,1,2,3,1,3,2,2,1,1,1,3,1,2,2,2,2,,,,,,2,2,2,2,2,1,1,2,4,2,2,4,1,1,1,2,1,1,69,8,2,1,2,4,8,1,2,5,2,2,2,1
205882,2,1,1,3,2,1,2,2,2,2,,,,3,3,3,4,3,1,2,2,1,2,,3,3,1,1,4,,,,,,,1,1,,1,4,2,4,2,2,,,,1,1,2,2,1,1,20,4,2,1,2,2,5,3,1,2,3,4,4,6.727272727272728
202482,2,1,3,3,1,2,1,1,1,1,1,1,3,3,2,2,3,2,3,2,2,1,3,,,1,2,2,4,2,4,4,2,2,4,,,,,,1,1,2,4,,2,3,1,1,2,2,1,2,24,6,2,1,12,5,2,3,2,4,2,2,2,3.787878787878788
205922,2,1,3,3,2,1,2,2,2,2,2,2,2,1,4,2,3,2,1,2,5,2,1,2,2,2,2,1,1,1,1,1,1,1,1,,,,,,2,3,1,4,1,1,2,1,2,1,3,1,1,63,6,2,1,2,2,7,1,1,3,3,2,2,1.636363636363637
208210,2,1,3,3,1,1,1,1,1,1,1,1,3,2,1,2,2,3,3,2,1,1,2,1,3,1,2,2,2,2,2,2,2,1,1,,,,,,1,3,,4,1,1,1,2,1,2,3,2,2,56,5,2,2,1,1,4,1,2,1,3,4,3,2.939393939393939
204511,2,2,4,3,1,2,2,1,1,2,1,2,1,4,2,3,4,1,1,2,2,1,3,2,2,1,2,2,2,2,,,,,,2,2,2,1,2,1,3,2,4,1,1,2,1,1,1,2,1,1,41,4,1,,2,3,3,3,2,3,3,5,5,3.727272727272727
208919,2,1,2,3,1,1,1,1,1,1,1,1,3,3,2,2,2,2,3,2,2,2,2,1,3,1,2,2,2,2,2,2,2,2,1,,,,,,1,2,2,1,1,1,2,1,1,1,2,1,1,40,3,2,1,1,2,5,1,2,4,2,4,2,3.606060606060606
203741,2,1,4,3,1,1,1,1,1,1,1,1,3,2,2,2,2,1,3,,2,2,3,,,1,1,1,4,2,,,,,,4,4,4,4,4,1,2,1,4,1,2,2,1,1,2,3,1,2,24,3,1,5,2,5,,1,3,4,3,5,3,6.242424242424242
100071,1,1,3,3,1,2,2,1,1,2,2,2,2,3,2,1,4,2,3,2,5,2,2,,2,1,1,2,2,2,,,,,,1,2,2,2,1,2,1,2,4,1,2,3,1,1,1,3,2,1,65,6,2,1,1,4,5,1,3,3,1,1,,1
200047,2,1,3,3,1,1,2,1,1,1,1,1,3,4,1,4,3,3,1,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,,,,,,1,2,1,4,2,2,2,2,2,1,2,1,2,30,8,2,2,13,3,3,1,2,2,3,2,1,3.212121212121212
202947,2,1,3,3,2,1,2,2,2,2,1,2,2,3,3,3,3,1,3,1,1,1,2,2,3,1,1,1,1,3,,,,,,3,1,1,2,1,2,4,2,1,1,2,2,,2,1,3,2,2,36,3,2,1,1,2,5,1,3,3,3,6,2,6.727272727272728
102104,1,1,1,3,2,1,2,2,2,2,2,2,2,3,4,3,3,2,3,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,3,1,4,1,1,1,1,1,1,1,2,2,52,8,1,5,1,1,7,1,1,3,1,3,3,3.939393939393939
206421,2,1,3,3,1,1,2,1,1,1,1,1,3,4,1,2,3,2,3,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,,,,,,1,1,2,4,1,,,1,1,1,2,1,2,20,4,2,1,2,4,,1,2,5,2,4,3,5.090909090909091
206006,2,2,2,3,1,2,,2,2,1,1,2,3,4,4,3,4,3,3,2,2,1,1,1,1,2,1,2,3,1,1,1,1,3,2,,,,,,1,2,2,4,1,1,2,1,1,2,3,1,2,26,1,1,1,2,2,1,3,1,4,3,3,1,6.727272727272728
102286,1,1,4,3,1,1,1,1,1,1,1,1,3,4,2,,1,1,3,2,2,1,1,1,3,1,2,2,2,2,2,2,2,2,2,,,,,,1,2,2,4,1,2,1,1,1,1,2,1,1,36,6,2,1,10,4,4,1,2,5,2,2,2,1.515151515151515
200759,2,1,4,3,2,,2,2,2,1,2,2,3,4,3,2,3,2,2,2,2,1,3,2,3,1,4,2,2,2,,,,,,2,2,2,2,2,1,2,2,4,2,2,4,1,1,1,2,1,2,22,6,2,1,9,6,8,3,3,5,2,4,4,2.909090909090909
205228,2,1,2,3,2,1,2,2,2,2,2,2,2,3,3,3,3,3,3,1,5,2,1,2,2,2,1,1,1,1,,,,,,1,1,1,1,1,2,2,1,,1,1,2,2,2,1,1,2,1,21,3,2,1,13,2,2,1,3,1,1,8,8,4.606060606060606
203427,2,2,4,3,2,1,2,2,2,2,2,2,2,,,4,4,1,3,2,2,1,2,2,1,1,,,3,2,1,1,,1,,,,,,,1,3,2,4,2,1,1,2,1,2,2,1,2,52,1,1,5,2,3,1,,3,3,3,1,,3.848484848484848
208400,2,1,3,3,1,1,2,2,2,1,1,2,3,4,1,3,2,3,1,2,1,1,1,2,2,1,2,2,4,2,2,2,2,2,4,,,,,,1,3,2,4,1,1,2,2,1,1,3,1,1,53,5,2,2,1,1,4,1,2,4,3,1,,3.333333333333334
205750,2,1,3,3,1,1,2,2,1,1,1,1,3,3,3,4,3,,1,2,2,1,2,,2,1,2,1,2,1,2,1,1,1,2,,,,,,2,4,2,4,1,1,2,1,1,1,2,1,2,30,4,2,2,13,4,5,1,2,3,3,2,2,6.727272727272728
205571,2,1,2,3,2,2,2,1,2,2,1,2,,2,3,2,3,2,3,1,1,1,2,2,2,2,2,1,1,2,,,,,,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,3,1,1,44,6,2,1,1,3,8,1,1,3,1,5,2,1.939393939393939
205919,2,1,3,3,1,1,2,1,1,1,2,1,3,4,2,2,3,2,3,2,2,1,1,1,3,1,2,2,2,2,2,2,2,2,2,,,,,,1,1,2,2,,2,3,1,2,1,2,1,2,32,8,2,1,2,4,9,1,2,3,2,2,2,2.484848484848484
203910,2,1,3,3,1,1,1,1,1,1,1,1,3,4,2,2,3,2,3,2,2,1,1,1,1,1,2,2,2,2,,,,,,2,2,2,2,2,1,1,2,4,1,2,2,1,1,1,2,1,2,22,8,2,1,9,5,9,2,2,5,2,3,3,3.03030303030303
